Invoice	Date	Item Name	Net Sales
			125.20
416649			
	Mar 11, 2018	잡채	18.88
	Mar 11, 2018	된장순두부	10.88
	Mar 11, 2018	섞어순두부	10.88
			40.64
416650			
	Mar 11, 2018	잡채	18.88
	Mar 11, 2018	양념치킨	18.88
	Mar 11, 2018	버섯순두부	21.76
	Mar 11, 2018	LA 갈비	19.88
			79.40
416642			
	Mar 11, 2018	해물파전	19.88
	Mar 11, 2018	양념치킨	18.88
	Mar 11, 2018	오삼 불고기	33.88
	Mar 11, 2018	해물순두부	10.88
	Mar 11, 2018	Honey B Pint	4.95
	Mar 11, 2018	LA 갈비	19.88
			108.35
416602			
	Mar 11, 2018	해물파전	19.88
	Mar 11, 2018	순대접시	10.88
	Mar 11, 2018	떡볶이	26.88
	Mar 11, 2018	섞어순두부	10.88
			68.52
416590			
	Mar 11, 2018	해물파전	19.88
	Mar 11, 2018	불고기	14.88
			34.76
416652			
	Mar 11, 2018	순대접시	16.88
	Mar 11, 2018	찐만두	9.88
	Mar 11, 2018	돌솥비빔밥	12.88
	Mar 11, 2018	닭불고기	14.88
			54.52
416630			
	Mar 11, 2018	양념치킨	18.88
	Mar 11, 2018	비빔냉면	10.88
	Mar 11, 2018	살고기국수	9.88
			39.64
416647			
	Mar 11, 2018	양념치킨	18.88
	Mar 11, 2018	밥 Rice	2.00
	Mar 11, 2018	Diet Coke	1.95
	Mar 11, 2018	coca-cola	1.95
	Mar 11, 2018	LA 갈비	19.88
			44.66
416593			
	Mar 11, 2018	순대접시	10.88
	Mar 11, 2018	순대국밥	21.76
			32.64
416661			
	Mar 11, 2018	양념치킨	18.88
	Mar 11, 2018	불낙전골	34.88
	Mar 11, 2018	해물파전	19.88
	Mar 11, 2018	coca-cola	1.95
			75.59
416660			
	Mar 11, 2018	양념치킨	16.05
			16.05
416614			
	Mar 11, 2018	떡볶이	26.88
	Mar 11, 2018	밥 Rice	4.00
			30.88
416620			
	Mar 11, 2018	군만두	9.88
	Mar 11, 2018	비빔냉면	10.88
	Mar 11, 2018	떡만두국	10.88
			31.64
416591			
	Mar 11, 2018	쫄면	10.88
	Mar 11, 2018	갈비탕	12.88
			23.76
416606			
	Mar 11, 2018	칼국수	10.88
	Mar 11, 2018	LA 갈비	19.88
	Mar 11, 2018	불고기	14.88
			45.64
416612			
	Mar 11, 2018	칼국수	21.76
	Mar 11, 2018	ChuUm ChuRum	12.95
			34.71
416626			
	Mar 11, 2018	군만두	9.88
	Mar 11, 2018	김치순두부	21.76
			31.64
416617			
	Mar 11, 2018	비빔냉면	10.88
	Mar 11, 2018	갈비탕	38.64
	Mar 11, 2018	Sprite	1.95
			51.47
416613			
	Mar 11, 2018	비빔냉면	9.25
	Mar 11, 2018	돌솥비빔밥	10.95
	Mar 11, 2018	매운닭갈비	28.80
	Mar 11, 2018	LA 갈비	16.89
			65.89
416644			
	Mar 11, 2018	고등어구이	13.88
	Mar 11, 2018	Honey B Pint	4.95
	Mar 11, 2018	Canadian Pint	4.95
	Mar 11, 2018	살고기국수	9.88
	Mar 11, 2018	LA 갈비	19.88
			53.54
416667			
	Mar 11, 2018	오징어불고기	14.88
	Mar 11, 2018	살고기국수	9.88
			24.76
416581			
	Mar 11, 2018	순대국밥	10.88
	Mar 11, 2018	섞어순두부	10.88
			21.76
416665			
	Mar 11, 2018	LA 갈비	19.88
	Mar 11, 2018	오징어불고기	14.88
	Mar 11, 2018	해물파전	19.88
	Mar 11, 2018	된장순두부	10.88
	Mar 11, 2018	김치순두부	21.76
	Mar 11, 2018	섞어순두부	10.88
			98.16
416655			
	Mar 11, 2018	LA 갈비	19.88
	Mar 11, 2018	ChuUm ChuRum	12.95
	Mar 11, 2018	해물순두부	10.88
			43.71
416666			
	Mar 11, 2018	순대국밥	10.88
	Mar 11, 2018	통갈비	31.88
			42.76
416592			
	Mar 11, 2018	오징어불고기	14.88
	Mar 11, 2018	따로국밥	10.88
			25.76
416657			
	Mar 11, 2018	오징어불고기	14.88
	Mar 11, 2018	갈비탕	12.88
	Mar 11, 2018	ChuUm ChuRum	12.95
			40.71
416603			
	Mar 11, 2018	오징어불고기	14.88
	Mar 11, 2018	떡볶이	26.88
			41.76
416585			
	Mar 11, 2018	갈비탕	12.88
	Mar 11, 2018	따로국밥	10.88
	Mar 11, 2018	섞어순두부	10.88
			34.64
416615			
	Mar 11, 2018	돌솥비빔밥	12.88
	Mar 11, 2018	살고기당면	9.88
			22.76
416583			
	Mar 11, 2018	돌솥비빔밥	25.76
			25.76
416598			
	Mar 11, 2018	돌솥비빔밥	12.88
	Mar 11, 2018	해물순두부	10.88
	Mar 11, 2018	살고기당면	9.88
			33.64
416663			
	Mar 11, 2018	돌솥비빔밥	12.88
	Mar 11, 2018	갈비탕	12.88
	Mar 11, 2018	해물순두부	10.88
	Mar 11, 2018	Cham Soju	25.90
			62.54
416584			
	Mar 11, 2018	비빔밥	10.88
	Mar 11, 2018	밥 Rice	2.00
	Mar 11, 2018	뚝배기불고기	10.88
	Mar 11, 2018	LA 갈비	19.88
			43.64
416638			
	Mar 11, 2018	비빔밥	10.88
	Mar 11, 2018	김치순두부	10.88
	Mar 11, 2018	LA 갈비	19.88
			41.64
416628			
	Mar 11, 2018	떡만두국	10.88
	Mar 11, 2018	섞어순두부	10.88
	Mar 11, 2018	닭불고기	14.88
			36.64
416616			
	Mar 11, 2018	갈비탕	25.76
	Mar 11, 2018	Honey B Pitcher	47.85
	Mar 11, 2018	뚝배기불고기	21.76
	Mar 11, 2018	돼지불고기	29.76
			125.13
416600			
	Mar 11, 2018	갈비탕	12.88
	Mar 11, 2018	해물순두부	10.88
			23.76
416594			
	Mar 11, 2018	갈비탕	12.88
	Mar 11, 2018	김치순두부	10.88
			23.76
416654			
	Mar 11, 2018	따로국밥	10.88
	Mar 11, 2018	해물순두부	10.88
			21.76
416586			
	Mar 11, 2018	따로국밥	10.88
	Mar 11, 2018	살고기국수	9.88
			20.76
416669			
	Mar 11, 2018	갈비탕	12.88
	Mar 11, 2018	버섯순두부	10.88
			23.76
416648			
	Mar 11, 2018	해물파전	19.88
	Mar 11, 2018	매운닭갈비	33.88
	Mar 11, 2018	Kokanee	19.80
	Mar 11, 2018	LA 갈비	19.88
			93.44
416640			
	Mar 11, 2018	매운닭갈비	33.88
	Mar 11, 2018	coca-cola	1.95
			35.83
416627			
	Mar 11, 2018	매운닭갈비	33.88
			33.88
416745			
	Mar 12, 2018	살고기국수	9.88
	Mar 12, 2018	닭불고기	14.88
	Mar 12, 2018	버섯순두부	10.88
	Mar 12, 2018	Honey B Pint	3.95
	Mar 12, 2018	coca-cola	1.95
			41.54
416673			
	Mar 12, 2018	닭불고기	14.88
	Mar 12, 2018	Diet Coke	1.95
			16.83
416679			
	Mar 12, 2018	살고기국수	9.88
	Mar 12, 2018	해물순두부	10.88
			20.76
416677			
	Mar 12, 2018	살고기당면	9.88
			9.88
416676			
	Mar 12, 2018	닭불고기	14.88
			14.88
416689			
	Mar 12, 2018	닭불고기	14.88
			14.88
416723			
	Mar 12, 2018	LA 갈비	19.88
	Mar 12, 2018	김치순두부	10.88
	Mar 12, 2018	비빔냉면	21.76
	Mar 12, 2018	감자탕	29.88
	Mar 12, 2018	매운닭갈비	33.88
			116.28
416730			
	Mar 12, 2018	LA 갈비	19.88
	Mar 12, 2018	순대국밥	10.88
	Mar 12, 2018	돌솥비빔밥	12.88
			43.64
416710			
	Mar 12, 2018	LA 갈비	19.88
	Mar 12, 2018	불고기	14.88
	Mar 12, 2018	버섯순두부	10.88
			45.64
416708			
	Mar 12, 2018	LA 갈비	19.88
	Mar 12, 2018	해물파전	19.88
	Mar 12, 2018	돌솥비빔밥	12.88
			52.64
416700			
	Mar 12, 2018	LA 갈비	19.88
	Mar 12, 2018	불고기	14.88
	Mar 12, 2018	잡채	18.88
	Mar 12, 2018	해물파전	19.88
	Mar 12, 2018	군만두	9.88
	Mar 12, 2018	갈비찜	38.88
			122.28
416704			
	Mar 12, 2018	LA 갈비	19.88
	Mar 12, 2018	오징어불고기	14.88
	Mar 12, 2018	해물파전	19.88
	Mar 12, 2018	감자탕	29.88
	Mar 12, 2018	Bek Se Joo	15.95
			100.47
416712			
	Mar 12, 2018	순대국밥	10.88
	Mar 12, 2018	군만두	9.88
	Mar 12, 2018	족발	26.88
			47.64
416714			
	Mar 12, 2018	순대국밥	10.88
	Mar 12, 2018	따로국밥	10.88
			21.76
416731			
	Mar 12, 2018	오징어불고기	14.88
	Mar 12, 2018	섞어순두부	10.88
			25.76
416742			
	Mar 12, 2018	순대국밥	21.76
			21.76
416739			
	Mar 12, 2018	순대국밥	10.88
	Mar 12, 2018	순대접시	10.88
	Mar 12, 2018	섞어순두부	10.88
			32.64
416697			
	Mar 12, 2018	LA 갈비	19.88
	Mar 12, 2018	뚝배기불고기	10.88
			30.76
416684			
	Mar 12, 2018	LA 갈비	59.64
	Mar 12, 2018	해물순두부	10.88
			70.52
416707			
	Mar 12, 2018	돼지불고기	14.88
	Mar 12, 2018	갈비탕	12.88
			27.76
416702			
	Mar 12, 2018	닭불고기	14.88
	Mar 12, 2018	떡만두국	10.88
			25.76
416691			
	Mar 12, 2018	닭불고기	14.88
			14.88
416690			
	Mar 12, 2018	닭불고기	14.88
			14.88
416693			
	Mar 12, 2018	불고기	14.88
	Mar 12, 2018	버섯순두부	10.88
	Mar 12, 2018	양념치킨	18.88
			44.64
416670			
	Mar 12, 2018	LA 갈비	19.88
	Mar 12, 2018	버섯순두부	10.88
			30.76
416671			
	Mar 12, 2018	LA 갈비	19.88
	Mar 12, 2018	해물파전	19.88
	Mar 12, 2018	잡채	18.88
			58.64
416726			
	Mar 12, 2018	불고기	14.88
			14.88
416705			
	Mar 12, 2018	불고기	14.88
	Mar 12, 2018	섞어순두부	10.88
			25.76
416625			
	Mar 11, 2018	해물순두부	10.88
	Mar 11, 2018	불고기	29.76
			40.64
416608			
	Mar 11, 2018	해물순두부	10.88
	Mar 11, 2018	된장순두부	10.88
			21.76
416609			
	Mar 11, 2018	해물순두부	10.88
	Mar 11, 2018	LA 갈비	19.88
			30.76
416599			
	Mar 11, 2018	해물순두부	10.88
	Mar 11, 2018	섞어순두부	10.88
			21.76
416596			
	Mar 11, 2018	김치순두부	10.88
			10.88
416607			
	Mar 11, 2018	버섯순두부	21.76
			21.76
416589			
	Mar 11, 2018	뚝배기불고기	10.88
	Mar 11, 2018	살고기국수	9.88
			20.76
416476			
	Mar 10, 2018	김치순두부	10.88
			10.88
416495			
	Mar 10, 2018	김치순두부	10.88
			10.88
416477			
	Mar 10, 2018	된장순두부	10.88
	Mar 10, 2018	뚝배기불고기	10.88
			21.76
416472			
	Mar 10, 2018	김치순두부	10.88
	Mar 10, 2018	섞어순두부	10.88
			21.76
416514			
	Mar 10, 2018	해물파전	19.88
	Mar 10, 2018	된장순두부	10.88
	Mar 10, 2018	섞어순두부	10.88
			41.64
416541			
	Mar 10, 2018	해물파전	19.88
	Mar 10, 2018	감자탕	29.88
			49.76
416552			
	Mar 10, 2018	해물파전	19.88
	Mar 10, 2018	감자탕	39.88
	Mar 10, 2018	잡채	18.88
	Mar 10, 2018	양념치킨	18.88
	Mar 10, 2018	밥 Rice	8.00
			105.52
416468			
	Mar 10, 2018	김치순두부	10.88
			10.88
416565			
	Mar 10, 2018	해물순두부	10.88
	Mar 10, 2018	순대접시	16.88
	Mar 10, 2018	Honey B Pint	3.95
			31.71
416456			
	Mar 10, 2018	섞어순두부	10.88
			10.88
416497			
	Mar 10, 2018	해물순두부	10.88
	Mar 10, 2018	족발	26.88
	Mar 10, 2018	매운닭갈비	33.88
			71.64
416572			
	Mar 10, 2018	보쌈	24.88
	Mar 10, 2018	순대접시	22.88
			47.76
416551			
	Mar 10, 2018	보쌈	24.88
	Mar 10, 2018	감자탕	29.88
	Mar 10, 2018	Canadian Pitcher	12.95
			67.71
416580			
	Mar 10, 2018	감자탕	29.88
	Mar 10, 2018	Cham Soju	25.90
			55.78
416564			
	Mar 10, 2018	감자탕	39.88
			39.88
416557			
	Mar 10, 2018	감자탕	29.88
	Mar 10, 2018	밥 Rice	2.00
			31.88
416499			
	Mar 10, 2018	순대접시	10.88
	Mar 10, 2018	7-up	1.95
	Mar 10, 2018	뚝배기불고기	10.88
			23.71
416475			
	Mar 10, 2018	만두전골	29.88
	Mar 10, 2018	Sprite	1.95
			31.83
416513			
	Mar 10, 2018	ChuUm ChuRum	14.95
	Mar 10, 2018	매운닭갈비	33.88
	Mar 10, 2018	밥 Rice	2.00
			50.83
416578			
	Mar 10, 2018	ChuUm ChuRum	12.95
			12.95
416575			
	Mar 10, 2018	매운닭갈비	28.80
			28.80
416455			
	Mar 10, 2018	매운닭갈비	33.88
			33.88
416668			
	Mar 11, 2018	불고기	14.88
			14.88
416662			
	Mar 11, 2018	닭불고기	14.88
	Mar 11, 2018	불고기	14.88
			29.76
416553			
	Mar 10, 2018	Open Item	3.00
	Mar 10, 2018	버섯순두부	10.88
			13.88
416471			
	Mar 10, 2018	뚝배기불고기	10.88
			10.88
416540			
	Mar 10, 2018	뚝배기불고기	10.88
			10.88
416721			
	Mar 12, 2018	고등어구이	13.88
			13.88
416738			
	Mar 12, 2018	고등어구이	13.88
	Mar 12, 2018	갈비찜	38.88
			52.76
416773			
	Mar 13, 2018	Kokanee	4.95
	Mar 13, 2018	감자탕	39.88
	Mar 13, 2018	갈비탕	12.88
	Mar 13, 2018	따로국밥	10.88
	Mar 13, 2018	군만두	9.88
	Mar 13, 2018	닭불고기	29.76
	Mar 13, 2018	LA 갈비	19.88
			128.11
416817			
	Mar 13, 2018	Kokanee	4.95
	Mar 13, 2018	섞어순두부	10.88
	Mar 13, 2018	잡채	18.88
			34.71
416786			
	Mar 13, 2018	Nestea	2.25
	Mar 13, 2018	coca-cola	1.95
	Mar 13, 2018	매운닭갈비	33.88
	Mar 13, 2018	떡만두국	10.88
			48.96
416826			
	Mar 13, 2018	coca-cola	5.85
	Mar 13, 2018	ChuUm ChuRum	51.80
	Mar 13, 2018	보쌈	24.88
	Mar 13, 2018	족발	26.88
	Mar 13, 2018	순대접시	22.88
	Mar 13, 2018	만두전골	29.88
	Mar 13, 2018	통갈비	95.64
			257.81
416798			
	Mar 13, 2018	coca-cola	3.90
	Mar 13, 2018	섞어순두부	10.88
	Mar 13, 2018	잡채	18.88
	Mar 13, 2018	돌솥비빔밥	25.76
	Mar 13, 2018	LA 갈비	19.88
			79.30
416813			
	Mar 13, 2018	coca-cola	1.95
	Mar 13, 2018	군만두	9.88
	Mar 13, 2018	부대찌게	29.88
	Mar 13, 2018	살고기국수	9.88
	Mar 13, 2018	통갈비	31.88
			83.47
416820			
	Mar 13, 2018	Kokanee	4.95
	Mar 13, 2018	Cham Soju	12.95
	Mar 13, 2018	만두전골	29.88
			47.78
416800			
	Mar 13, 2018	Mak Kul Ri	12.95
	Mar 13, 2018	보쌈	24.88
	Mar 13, 2018	감자탕	29.88
	Mar 13, 2018	해물파전	19.88
	Mar 13, 2018	LA 갈비	19.88
			107.47
416821			
	Mar 13, 2018	Cham Soju	51.80
	Mar 13, 2018	Honey B Pitcher	38.85
	Mar 13, 2018	만두전골	29.88
	Mar 13, 2018	비빔냉면	10.88
	Mar 13, 2018	살고기국수	9.88
			141.29
416797			
	Mar 13, 2018	Cham Soju	14.95
	Mar 13, 2018	Budweiser	4.95
	Mar 13, 2018	감자탕	29.88
			49.78
416775			
	Mar 13, 2018	Cham Soju	14.95
	Mar 13, 2018	Sprite	1.95
	Mar 13, 2018	밥 Rice	2.00
	Mar 13, 2018	부대찌게	29.88
	Mar 13, 2018	물만두	9.88
			58.66
416780			
	Mar 13, 2018	coca-cola	1.95
	Mar 13, 2018	닭불고기	29.76
			31.71
416758			
	Mar 13, 2018	섞어순두부	10.88
	Mar 13, 2018	해물파전	19.88
	Mar 13, 2018	LA 갈비	19.88
			50.64
416761			
	Mar 13, 2018	섞어순두부	10.88
	Mar 13, 2018	김치순두부	10.88
			21.76
416755			
	Mar 13, 2018	섞어순두부	10.88
			10.88
416750			
	Mar 13, 2018	섞어순두부	10.88
	Mar 13, 2018	군만두	9.88
			20.76
416825			
	Mar 13, 2018	해물순두부	10.88
			10.88
416830			
	Mar 13, 2018	해물순두부	10.88
	Mar 13, 2018	ChuUm ChuRum	6.47
			17.35
416783			
	Mar 13, 2018	섞어순두부	10.88
	Mar 13, 2018	해물순두부	10.88
	Mar 13, 2018	양념치킨	18.88
	Mar 13, 2018	해물파전	19.88
	Mar 13, 2018	돌솥비빔밥	25.76
	Mar 13, 2018	살고기국수	9.88
			96.16
416824			
	Mar 13, 2018	섞어순두부	10.88
	Mar 13, 2018	Honey B Pint	3.95
	Mar 13, 2018	버섯순두부	10.88
			25.71
416763			
	Mar 13, 2018	coca-cola	3.90
	Mar 13, 2018	감자탕	39.88
	Mar 13, 2018	오징어불고기	14.88
			58.66
416807			
	Mar 13, 2018	섞어순두부	10.88
			10.88
416802			
	Mar 13, 2018	섞어순두부	10.88
	Mar 13, 2018	양념치킨	18.88
	Mar 13, 2018	김치순두부	10.88
	Mar 13, 2018	군만두	9.88
			50.52
416822			
	Mar 13, 2018	Cham Soju	25.90
	Mar 13, 2018	순대접시	10.88
			36.78
416829			
	Mar 13, 2018	Cham Soju	25.90
	Mar 13, 2018	보쌈	24.88
	Mar 13, 2018	비빔냉면	10.88
			61.66
416772			
	Mar 13, 2018	ChuUm ChuRum	14.95
	Mar 13, 2018	밥 Rice	2.00
	Mar 13, 2018	닭불고기	14.88
			31.83
416811			
	Mar 13, 2018	Open Item	2.00
	Mar 13, 2018	불낙전골	34.88
			36.88
416810			
	Mar 13, 2018	Open Item	1.00
	Mar 13, 2018	갈비탕	12.88
			13.88
416752			
	Mar 13, 2018	Open Item	2.00
	Mar 13, 2018	김치순두부	10.88
	Mar 13, 2018	불고기	14.88
			27.76
416792			
	Mar 13, 2018	Open Item	3.00
	Mar 13, 2018	매운닭갈비	33.88
	Mar 13, 2018	보쌈	24.88
	Mar 13, 2018	갈비탕	12.88
	Mar 13, 2018	돌솥비빔밥	38.64
			113.28
416823			
	Mar 13, 2018	ChuUm ChuRum	51.80
	Mar 13, 2018	Canadian Pitcher	25.90
	Mar 13, 2018	갈비탕	12.88
	Mar 13, 2018	비빔냉면	10.88
	Mar 13, 2018	군만두	9.88
			111.34
416782			
	Mar 13, 2018	매운닭갈비	33.88
	Mar 13, 2018	갈비탕	12.88
			46.76
416832			
	Mar 13, 2018	ChuUm ChuRum	6.48
	Mar 13, 2018	순대국밥	10.88
			17.36
416806			
	Mar 13, 2018	밥 Rice	2.00
	Mar 13, 2018	족발	26.88
	Mar 13, 2018	감자탕	29.88
			58.76
416794			
	Mar 13, 2018	밥 Rice	4.00
	Mar 13, 2018	족발	26.88
	Mar 13, 2018	양념치킨	18.88
	Mar 13, 2018	감자탕	39.88
	Mar 13, 2018	해물파전	19.88
	Mar 13, 2018	살고기당면	9.88
			119.40
416749			
	Mar 13, 2018	버섯순두부	10.88
	Mar 13, 2018	순대국밥	21.76
			32.64
416787			
	Mar 13, 2018	Honey B Pint	4.95
	Mar 13, 2018	닭불고기	14.88
			19.83
416791			
	Mar 13, 2018	버섯순두부	10.88
	Mar 13, 2018	양념치킨	18.88
	Mar 13, 2018	돼지불고기	14.88
			44.64
416767			
	Mar 13, 2018	밥 Rice	2.00
	Mar 13, 2018	갈비탕	12.88
	Mar 13, 2018	떡볶이	26.88
			41.76
416760			
	Mar 13, 2018	밥 Rice	4.00
	Mar 13, 2018	해물파전	19.88
	Mar 13, 2018	잡채	18.88
	Mar 13, 2018	즉석불고기	29.88
	Mar 13, 2018	오징어불고기	14.88
	Mar 13, 2018	LA 갈비	19.88
			107.40
416771			
	Mar 13, 2018	Cass	5.95
	Mar 13, 2018	감자탕	29.88
	Mar 13, 2018	LA 갈비	19.88
			55.71
416818			
	Mar 13, 2018	해물순두부	10.88
	Mar 13, 2018	찐만두	9.88
	Mar 13, 2018	LA 갈비	19.88
	Mar 13, 2018	닭불고기	14.88
			55.52
416815			
	Mar 13, 2018	만두접시	17.88
	Mar 13, 2018	오삼 불고기	33.88
			51.76
416828			
	Mar 13, 2018	보쌈	24.88
	Mar 13, 2018	감자탕	29.88
	Mar 13, 2018	Ashai	5.95
			60.71
416790			
	Mar 13, 2018	갈비찜	38.88
	Mar 13, 2018	김치순두부	10.88
			49.76
416796			
	Mar 13, 2018	양념치킨	18.88
	Mar 13, 2018	부대찌게	29.88
			48.76
416757			
	Mar 13, 2018	양념치킨	18.88
	Mar 13, 2018	갈비탕	25.76
			44.64
416795			
	Mar 13, 2018	감자탕	29.88
	Mar 13, 2018	해물파전	19.88
			49.76
416793			
	Mar 13, 2018	감자탕	29.88
			29.88
416784			
	Mar 13, 2018	감자탕	29.88
	Mar 13, 2018	보쌈	24.88
	Mar 13, 2018	해물파전	19.88
	Mar 13, 2018	돌솥비빔밥	12.88
			87.52
416801			
	Mar 13, 2018	감자탕	29.88
	Mar 13, 2018	LA 갈비	19.88
			49.76
416814			
	Mar 13, 2018	감자탕	39.88
			39.88
416804			
	Mar 13, 2018	감자탕	29.88
	Mar 13, 2018	잡채	18.88
			48.76
416809			
	Mar 13, 2018	양념치킨	18.88
	Mar 13, 2018	군만두	9.88
	Mar 13, 2018	LA 갈비	19.88
			48.64
416816			
	Mar 13, 2018	해물파전	19.88
	Mar 13, 2018	LA 갈비	19.88
	Mar 13, 2018	돼지불고기	14.88
			54.64
416764			
	Mar 13, 2018	김치순두부	10.88
	Mar 13, 2018	갈비탕	12.88
			23.76
416769			
	Mar 13, 2018	해물순두부	10.88
	Mar 13, 2018	돌솥비빔밥	12.88
			23.76
416774			
	Mar 13, 2018	해물순두부	10.88
			10.88
416799			
	Mar 13, 2018	김치순두부	10.88
	Mar 13, 2018	따로국밥	10.88
	Mar 13, 2018	돌솥비빔밥	12.88
	Mar 13, 2018	불고기	14.88
			49.52
416819			
	Mar 13, 2018	순대접시	16.88
	Mar 13, 2018	살고기당면	9.88
			26.76
416808			
	Mar 13, 2018	순대접시	10.88
	Mar 13, 2018	부대찌게	29.88
			40.76
416762			
	Mar 13, 2018	순대접시	10.88
	Mar 13, 2018	감자탕	29.88
			40.76
416781			
	Mar 13, 2018	잡채	18.88
	Mar 13, 2018	따로국밥	10.88
	Mar 13, 2018	LA 갈비	19.88
			49.64
416785			
	Mar 13, 2018	잡채	18.88
	Mar 13, 2018	갈비탕	12.88
			31.76
416756			
	Mar 13, 2018	만두전골	29.88
	Mar 13, 2018	불고기	14.88
			44.76
416851			
	Mar 14, 2018	비빔밥	10.88
			10.88
416853			
	Mar 14, 2018	비빔밥	32.64
	Mar 14, 2018	보쌈	24.88
			57.52
416840			
	Mar 14, 2018	비빔밥	10.88
			10.88
416834			
	Mar 14, 2018	비빔밥	10.88
			10.88
416872			
	Mar 14, 2018	돌솥비빔밥	12.88
	Mar 14, 2018	군만두	9.88
			22.76
416875			
	Mar 14, 2018	돌솥비빔밥	12.88
	Mar 14, 2018	감자탕	29.88
			42.76
416887			
	Mar 14, 2018	비빔밥	10.88
	Mar 14, 2018	물만두	9.88
			20.76
416865			
	Mar 14, 2018	부대찌게	29.88
	Mar 14, 2018	LA 갈비	19.88
			49.76
416892			
	Mar 14, 2018	갈비탕	12.88
	Mar 14, 2018	순대접시	10.88
	Mar 14, 2018	살고기국수	9.88
	Mar 14, 2018	LA 갈비	19.88
			53.52
416855			
	Mar 14, 2018	갈비탕	12.88
			12.88
416833			
	Mar 14, 2018	떡만두국	10.88
	Mar 14, 2018	해물파전	19.88
	Mar 14, 2018	갈비탕	25.76
	Mar 14, 2018	칼국수	10.88
	Mar 14, 2018	순대국밥	10.88
			78.28
416910			
	Mar 14, 2018	따로국밥	10.88
			10.88
416859			
	Mar 14, 2018	감자탕	29.88
			29.88
416866			
	Mar 14, 2018	양념치킨	18.88
	Mar 14, 2018	감자탕	29.88
			48.76
416870			
	Mar 14, 2018	감자탕	29.88
			29.88
416909			
	Mar 14, 2018	감자탕	29.88
			29.88
416889			
	Mar 14, 2018	감자탕	29.88
			29.88
416912			
	Mar 14, 2018	닭불고기	14.88
			14.88
416898			
	Mar 14, 2018	돼지불고기	14.88
	Mar 14, 2018	군만두	9.88
	Mar 14, 2018	LA 갈비	19.88
			44.64
416911			
	Mar 14, 2018	닭불고기	14.88
			14.88
416842			
	Mar 14, 2018	닭불고기	14.88
			14.88
416847			
	Mar 14, 2018	닭불고기	14.88
			14.88
416836			
	Mar 14, 2018	닭불고기	14.88
			14.88
416805			
	Mar 13, 2018	오삼 불고기	33.88
	Mar 13, 2018	따로국밥	10.88
	Mar 13, 2018	LA 갈비	19.88
			64.64
416891			
	Mar 14, 2018	살고기국수	19.76
			19.76
416868			
	Mar 14, 2018	살고기국수	19.76
	Mar 14, 2018	찐만두	9.88
			29.64
416843			
	Mar 14, 2018	살고기국수	9.88
			9.88
416896			
	Mar 14, 2018	살고기당면	9.88
	Mar 14, 2018	찐만두	9.88
			19.76
416858			
	Mar 14, 2018	쫄면	10.88
			10.88
416863			
	Mar 14, 2018	순대국밥	10.88
			10.88
416779			
	Mar 13, 2018	감자탕	29.88
			29.88
416685			
	Mar 12, 2018	된장순두부	10.88
	Mar 12, 2018	김치순두부	10.88
	Mar 12, 2018	coca-cola	1.95
	Mar 12, 2018	보쌈	24.88
	Mar 12, 2018	밥 Rice	2.00
			50.59
416719			
	Mar 12, 2018	된장순두부	10.88
	Mar 12, 2018	양념치킨	18.88
	Mar 12, 2018	Juice	2.95
	Mar 12, 2018	Open Item	1.00
	Mar 12, 2018	매운닭갈비	33.88
			67.59
416741			
	Mar 12, 2018	김치순두부	10.88
	Mar 12, 2018	잡채	18.88
	Mar 12, 2018	양념치킨	18.88
	Mar 12, 2018	따로국밥	10.88
	Mar 12, 2018	Sprite	1.95
			61.47
416725			
	Mar 12, 2018	김치순두부	10.88
			10.88
416718			
	Mar 12, 2018	김치순두부	10.88
			10.88
416743			
	Mar 12, 2018	된장순두부	10.88
			10.88
416675			
	Mar 12, 2018	해물순두부	10.88
			10.88
416735			
	Mar 12, 2018	해물순두부	21.76
	Mar 12, 2018	찐만두	9.88
			31.64
416678			
	Mar 12, 2018	해물순두부	21.76
	Mar 12, 2018	보쌈	24.88
	Mar 12, 2018	밥 Rice	2.00
			48.64
416698			
	Mar 12, 2018	김치순두부	21.76
	Mar 12, 2018	군만두	9.88
			31.64
416747			
	Mar 12, 2018	순대접시	16.88
	Mar 12, 2018	Honey B Pitcher	12.95
	Mar 12, 2018	Canadian Pitcher	12.95
	Mar 12, 2018	군만두	9.88
			52.66
416682			
	Mar 12, 2018	해물파전	19.88
	Mar 12, 2018	갈비탕	12.88
	Mar 12, 2018	돌솥비빔밥	12.88
			45.64
416688			
	Mar 12, 2018	해물파전	19.88
	Mar 12, 2018	갈비찜	38.88
	Mar 12, 2018	떡볶이	26.88
			85.64
416733			
	Mar 12, 2018	해물파전	19.88
	Mar 12, 2018	Ginger Ale	1.95
	Mar 12, 2018	Cass	5.95
	Mar 12, 2018	Nestea	2.25
	Mar 12, 2018	갈비찜	38.88
			68.91
416703			
	Mar 12, 2018	해물파전	19.88
	Mar 12, 2018	Honey B Pitcher	15.95
	Mar 12, 2018	양념치킨	18.88
	Mar 12, 2018	감자탕	39.88
	Mar 12, 2018	밥 Rice	2.00
			96.59
416729			
	Mar 12, 2018	섞어순두부	10.88
	Mar 12, 2018	버섯순두부	10.88
			21.76
416713			
	Mar 12, 2018	버섯순두부	10.88
	Mar 12, 2018	군만두	9.88
			20.76
416734			
	Mar 12, 2018	버섯순두부	10.88
	Mar 12, 2018	군만두	9.88
	Mar 12, 2018	돌솥비빔밥	12.88
			33.64
416746			
