Invoice	Date	Item Name	Net Sales
			30.64
412364			
	Jan 27, 2018	살고기당면	9.88
	Jan 27, 2018	따로국밥	10.88
	Jan 27, 2018	잡채	18.88
			39.64
412378			
	Jan 27, 2018	Open Item	4.00
	Jan 27, 2018	밥 Rice	4.00
	Jan 27, 2018	감자탕	29.88
			37.88
412384			
	Jan 27, 2018	Open Item	1.00
	Jan 27, 2018	된장순두부	21.76
			22.76
412471			
	Jan 27, 2018	밥 Rice	2.00
	Jan 27, 2018	Sake	6.95
	Jan 27, 2018	살고기당면	9.88
	Jan 27, 2018	순대접시	10.88
	Jan 27, 2018	양념치킨	18.88
			48.59
412465			
	Jan 27, 2018	밥 Rice	2.00
	Jan 27, 2018	감자탕	39.88
			41.88
412439			
	Jan 27, 2018	밥 Rice	2.00
	Jan 27, 2018	버섯순두부	10.88
	Jan 27, 2018	고등어구이	27.76
	Jan 27, 2018	양념치킨	18.88
	Jan 27, 2018	보쌈	24.88
			84.40
412448			
	Jan 27, 2018	밥 Rice	2.00
	Jan 27, 2018	Nestea	2.25
	Jan 27, 2018	갈비찜	38.88
			43.13
412437			
	Jan 27, 2018	Open Item	2.00
	Jan 27, 2018	양념치킨	18.88
	Jan 27, 2018	부대찌게	29.88
			50.76
412380			
	Jan 27, 2018	Sprite	1.95
	Jan 27, 2018	coca-cola	3.90
	Jan 27, 2018	군만두	9.88
	Jan 27, 2018	비빔냉면	10.88
	Jan 27, 2018	김치순두부	10.88
	Jan 27, 2018	떡볶이	26.88
			64.37
412375			
	Jan 27, 2018	매운닭갈비	33.88
	Jan 27, 2018	비빔밥	10.88
			44.76
412381			
	Jan 27, 2018	매운닭갈비	33.88
			33.88
412473			
	Jan 27, 2018	ChuUm ChuRum	81.70
	Jan 27, 2018	섞어순두부	10.88
	Jan 27, 2018	Canadian Pitcher	51.80
	Jan 27, 2018	Diet Coke	1.95
	Jan 27, 2018	Corona	6.95
	Jan 27, 2018	군만두	9.88
	Jan 27, 2018	통갈비	31.88
	Jan 27, 2018	LA 갈비	19.88
	Jan 27, 2018	순대접시	22.88
	Jan 27, 2018	김치순두부	10.88
			248.68
412433			
	Jan 27, 2018	ChuUm ChuRum	12.95
	Jan 27, 2018	버섯순두부	10.88
	Jan 27, 2018	Canadian Pitcher	12.95
	Jan 27, 2018	떡볶이	26.88
	Jan 27, 2018	비빔밥	10.88
	Jan 27, 2018	보쌈	24.88
			99.42
412403			
	Jan 27, 2018	ChuUm ChuRum	27.90
	Jan 27, 2018	섞어순두부	10.88
	Jan 27, 2018	찐만두	9.88
	Jan 27, 2018	고등어구이	13.88
			62.54
412434			
	Jan 27, 2018	밥 Rice	2.00
	Jan 27, 2018	버섯순두부	10.88
	Jan 27, 2018	불고기	14.88
			27.76
412420			
	Jan 27, 2018	밥 Rice	4.00
	Jan 27, 2018	즉석불고기	29.88
			33.88
412482			
	Jan 27, 2018	버섯순두부	10.88
	Jan 27, 2018	비빔냉면	10.88
	Jan 27, 2018	닭불고기	14.88
			36.64
412422			
	Jan 27, 2018	뚝배기불고기	21.76
	Jan 27, 2018	매운닭갈비	33.88
	Jan 27, 2018	섞어순두부	10.88
	Jan 27, 2018	Nestea	6.75
	Jan 27, 2018	돌솥비빔밥	12.88
	Jan 27, 2018	잡채	18.88
	Jan 27, 2018	족발	26.88
			131.91
412444			
	Jan 27, 2018	버섯순두부	10.88
	Jan 27, 2018	섞어순두부	10.88
			21.76
412480			
	Jan 27, 2018	뚝배기불고기	10.88
	Jan 27, 2018	김치순두부	10.88
	Jan 27, 2018	해물파전	19.88
			41.64
412449			
	Jan 27, 2018	Cass	5.95
	Jan 27, 2018	양념치킨	16.05
			22.00
412414			
	Jan 27, 2018	밥 Rice	2.00
	Jan 27, 2018	섞어순두부	10.88
	Jan 27, 2018	불고기	14.88
	Jan 27, 2018	잡채	18.88
	Jan 27, 2018	김치순두부	10.88
	Jan 27, 2018	해물파전	19.88
			77.40
412417			
	Jan 27, 2018	밥 Rice	4.00
	Jan 27, 2018	coca-cola	1.95
	Jan 27, 2018	Kokanee	24.75
	Jan 27, 2018	고등어구이	13.88
	Jan 27, 2018	닭불고기	14.88
	Jan 27, 2018	해물파전	19.88
	Jan 27, 2018	즉석불고기	29.88
	Jan 27, 2018	부대찌게	29.88
	Jan 27, 2018	족발	26.88
			165.98
412376			
	Jan 27, 2018	밥 Rice	2.00
	Jan 27, 2018	Nestea	2.25
	Jan 27, 2018	고등어구이	13.88
	Jan 27, 2018	비빔밥	10.88
			29.01
412360			
	Jan 27, 2018	밥 Rice	4.00
	Jan 27, 2018	오징어불고기	14.88
	Jan 27, 2018	돼지불고기	14.88
	Jan 27, 2018	LA 갈비	19.88
	Jan 27, 2018	해물파전	19.88
	Jan 27, 2018	감자탕	29.88
			103.40
412382			
	Jan 27, 2018	매운닭갈비	33.88
	Jan 27, 2018	고등어구이	13.88
			47.76
412397			
	Jan 27, 2018	매운닭갈비	33.88
	Jan 27, 2018	갈비탕	12.88
	Jan 27, 2018	순대접시	10.88
			57.64
412573			
	Jan 28, 2018	살고기국수	9.88
	Jan 28, 2018	감자탕	29.88
			39.76
412519			
	Jan 28, 2018	살고기국수	9.88
	Jan 28, 2018	LA 갈비	19.88
	Jan 28, 2018	군만두	9.88
	Jan 28, 2018	칼국수	10.88
			50.52
412517			
	Jan 28, 2018	돼지불고기	14.88
	Jan 28, 2018	갈비탕	12.88
			27.76
412548			
	Jan 28, 2018	닭불고기	14.88
	Jan 28, 2018	LA 갈비	19.88
			34.76
412491			
	Jan 28, 2018	살고기국수	9.88
	Jan 28, 2018	따로국밥	10.88
	Jan 28, 2018	순대국밥	10.88
			31.64
412447			
	Jan 27, 2018	매운닭갈비	33.88
	Jan 27, 2018	coca-cola	1.95
	Jan 27, 2018	Nestea	4.50
	Jan 27, 2018	갈비탕	12.88
	Jan 27, 2018	LA 갈비	19.88
	Jan 27, 2018	김치순두부	10.88
	Jan 27, 2018	족발	26.88
			110.85
412464			
	Jan 27, 2018	만두전골	29.88
	Jan 27, 2018	찐만두	9.88
			39.76
412405			
	Jan 27, 2018	매운닭갈비	33.88
			33.88
412400			
	Jan 27, 2018	매운닭갈비	33.88
			33.88
412441			
	Jan 27, 2018	Ashai	5.95
	Jan 27, 2018	떡만두국	10.88
			16.83
412442			
	Jan 27, 2018	Ashai	5.95
	Jan 27, 2018	김치순두부	10.88
			16.83
412569			
	Jan 28, 2018	살고기당면	9.88
	Jan 28, 2018	LA 갈비	19.88
			29.76
412510			
	Jan 28, 2018	살고기당면	9.88
			9.88
412500			
	Jan 28, 2018	살고기당면	9.88
	Jan 28, 2018	비빔밥	10.88
			20.76
412487			
	Jan 28, 2018	살고기당면	9.88
	Jan 28, 2018	칼국수	10.88
			20.76
412428			
	Jan 27, 2018	버섯순두부	10.88
	Jan 27, 2018	군만두	9.88
	Jan 27, 2018	비빔냉면	10.88
	Jan 27, 2018	돼지불고기	14.88
	Jan 27, 2018	해물파전	19.88
			66.40
412423			
	Jan 27, 2018	버섯순두부	10.88
	Jan 27, 2018	Cham Soju	14.95
	Jan 27, 2018	닭불고기	14.88
	Jan 27, 2018	잡채	18.88
			59.59
412484			
	Jan 27, 2018	섞어순두부	10.88
	Jan 27, 2018	살고기당면	9.88
			20.76
412469			
	Jan 27, 2018	섞어순두부	10.88
			10.88
412466			
	Jan 27, 2018	섞어순두부	10.88
	Jan 27, 2018	해물순두부	10.88
	Jan 27, 2018	닭불고기	14.88
			36.64
412445			
	Jan 27, 2018	섞어순두부	10.88
	Jan 27, 2018	Honey B Pint	3.95
	Jan 27, 2018	오징어불고기	14.88
			29.71
412365			
	Jan 27, 2018	coca-cola	1.95
	Jan 27, 2018	LA 갈비	19.88
	Jan 27, 2018	떡볶이	26.88
			48.71
412369			
	Jan 27, 2018	coca-cola	1.95
	Jan 27, 2018	칼국수	10.88
	Jan 27, 2018	LA 갈비	19.88
			32.71
412432			
	Jan 27, 2018	coca-cola	3.90
	Jan 27, 2018	갈비탕	12.88
	Jan 27, 2018	순대접시	10.88
	Jan 27, 2018	돌솥비빔밥	12.88
			40.54
412401			
	Jan 27, 2018	coca-cola	1.95
	Jan 27, 2018	Canadian Pint	4.95
	Jan 27, 2018	양념치킨	18.88
	Jan 27, 2018	떡볶이	26.88
			52.66
412443			
	Jan 27, 2018	섞어순두부	10.88
	Jan 27, 2018	오징어불고기	14.88
	Jan 27, 2018	LA 갈비	19.88
			45.64
412436			
	Jan 27, 2018	섞어순두부	10.88
	Jan 27, 2018	비빔냉면	10.88
	Jan 27, 2018	LA 갈비	19.88
			41.64
412379			
	Jan 27, 2018	해물순두부	10.88
	Jan 27, 2018	Diet Coke	1.95
	Jan 27, 2018	따로국밥	10.88
	Jan 27, 2018	김치순두부	21.76
			45.47
412398			
	Jan 27, 2018	해물순두부	10.88
	Jan 27, 2018	물만두	9.88
	Jan 27, 2018	갈비탕	12.88
	Jan 27, 2018	통갈비	31.88
	Jan 27, 2018	잡채	18.88
			84.40
412361			
	Jan 27, 2018	해물순두부	10.88
	Jan 27, 2018	갈비탕	12.88
	Jan 27, 2018	따로국밥	10.88
	Jan 27, 2018	해물파전	19.88
	Jan 27, 2018	보쌈	24.88
			79.40
412455			
	Jan 27, 2018	된장순두부	10.88
	Jan 27, 2018	Diet Coke	3.90
	Jan 27, 2018	닭불고기	14.88
	Jan 27, 2018	돌솥비빔밥	12.88
			42.54
412408			
	Jan 27, 2018	된장순두부	10.88
			10.88
412413			
	Jan 27, 2018	해물순두부	10.88
	Jan 27, 2018	해물파전	19.88
			30.76
412404			
	Jan 27, 2018	섞어순두부	21.76
	Jan 27, 2018	돌솥비빔밥	12.88
	Jan 27, 2018	해물파전	19.88
			54.52
412481			
	Jan 27, 2018	해물순두부	10.88
			10.88
412456			
	Jan 27, 2018	coca-cola	3.90
	Jan 27, 2018	갈비탕	12.88
	Jan 27, 2018	통갈비	31.88
	Jan 27, 2018	감자탕	39.88
			88.54
412470			
	Jan 27, 2018	coca-cola	1.95
	Jan 27, 2018	순대국밥	10.88
	Jan 27, 2018	해물파전	19.88
	Jan 27, 2018	비빔밥	10.88
			43.59
412430			
	Jan 27, 2018	Sake	25.90
	Jan 27, 2018	불고기	14.88
	Jan 27, 2018	해물파전	19.88
	Jan 27, 2018	감자탕	29.88
			90.54
412406			
	Jan 27, 2018	Honey B Pitcher	15.95
	Jan 27, 2018	Heineken	11.90
	Jan 27, 2018	된장순두부	21.76
			49.61
412476			
	Jan 27, 2018	Honey B Pitcher	12.95
			12.95
412390			
	Jan 27, 2018	버섯순두부	10.88
	Jan 27, 2018	잡채	18.88
	Jan 27, 2018	비빔밥	10.88
			40.64
412399			
	Jan 27, 2018	버섯순두부	10.88
	Jan 27, 2018	통갈비	31.88
	Jan 27, 2018	해물파전	19.88
			62.64
412389			
	Jan 27, 2018	버섯순두부	10.88
	Jan 27, 2018	군만두	9.88
	Jan 27, 2018	갈비탕	12.88
	Jan 27, 2018	김치순두부	10.88
			44.52
412483			
	Jan 27, 2018	Ginger Ale	1.95
	Jan 27, 2018	갈비탕	12.88
	Jan 27, 2018	돼지불고기	14.88
			29.71
412429			
	Jan 27, 2018	Ginger Ale	3.90
	Jan 27, 2018	불고기	14.88
	Jan 27, 2018	잡채	18.88
			37.66
412463			
	Jan 27, 2018	Cham Soju	12.95
			12.95
412457			
	Jan 27, 2018	Cham Soju	12.95
			12.95
412452			
	Jan 27, 2018	Cham Soju	12.95
			12.95
412503			
	Jan 28, 2018	불낙전골	34.88
	Jan 28, 2018	찐만두	9.88
	Jan 28, 2018	고등어구이	13.88
			58.64
412496			
	Jan 28, 2018	떡만두국	10.88
	Jan 28, 2018	군만두	19.76
	Jan 28, 2018	갈비탕	25.76
			56.40
412547			
	Jan 28, 2018	갈비탕	25.76
			25.76
412513			
	Jan 28, 2018	갈비탕	12.88
			12.88
412550			
	Jan 28, 2018	물만두	9.88
	Jan 28, 2018	감자탕	29.88
	Jan 28, 2018	칼국수	10.88
			50.64
412505			
	Jan 28, 2018	부대찌게	29.88
			29.88
412534			
	Jan 28, 2018	감자탕	29.88
			29.88
412553			
	Jan 28, 2018	감자탕	29.88
	Jan 28, 2018	오징어불고기	14.88
			44.76
412561			
	Jan 28, 2018	감자탕	29.88
			29.88
412512			
	Jan 28, 2018	감자탕	29.88
	Jan 28, 2018	LA 갈비	19.88
			49.76
412530			
	Jan 28, 2018	즉석불고기	29.88
			29.88
412544			
	Jan 28, 2018	부대찌게	29.88
			29.88
412492			
	Jan 28, 2018	감자탕	29.88
			29.88
412509			
	Jan 28, 2018	갈비탕	12.88
			12.88
412502			
	Jan 28, 2018	순대국밥	10.88
			10.88
412524			
	Jan 28, 2018	순대국밥	9.25
			9.25
412489			
	Jan 28, 2018	순대국밥	21.76
			21.76
412583			
	Jan 28, 2018	불고기	14.88
	Jan 28, 2018	군만두	9.88
	Jan 28, 2018	오징어불고기	14.88
			39.64
412541			
	Jan 28, 2018	순대국밥	10.88
	Jan 28, 2018	쫄면	10.88
			21.76
412410			
	Jan 27, 2018	찐만두	9.88
	Jan 27, 2018	LA 갈비	19.88
	Jan 27, 2018	김치순두부	10.88
			40.64
412396			
	Jan 27, 2018	찐만두	9.88
	Jan 27, 2018	갈비탕	12.88
	Jan 27, 2018	해물파전	19.88
	Jan 27, 2018	감자탕	29.88
			72.52
412419			
	Jan 27, 2018	군만두	9.88
	Jan 27, 2018	통갈비	31.88
			41.76
412454			
	Jan 27, 2018	군만두	9.88
	Jan 27, 2018	닭불고기	14.88
	Jan 27, 2018	돌솥비빔밥	12.88
			37.64
412372			
	Jan 27, 2018	칼국수	10.88
	Jan 27, 2018	돌솥비빔밥	12.88
			23.76
412421			
	Jan 27, 2018	오징어불고기	14.88
	Jan 27, 2018	닭불고기	14.88
	Jan 27, 2018	김치순두부	10.88
			40.64
412416			
	Jan 27, 2018	오징어불고기	14.88
	Jan 27, 2018	잡채	18.88
	Jan 27, 2018	감자탕	29.88
			63.64
412388			
	Jan 27, 2018	오징어불고기	14.88
	Jan 27, 2018	감자탕	29.88
			44.76
412485			
	Jan 27, 2018	오징어불고기	14.88
			14.88
412386			
	Jan 27, 2018	따로국밥	32.64
			32.64
412425			
	Jan 27, 2018	따로국밥	10.88
	Jan 27, 2018	돼지불고기	14.88
	Jan 27, 2018	해물파전	19.88
	Jan 27, 2018	감자탕	29.88
			75.52
412474			
	Jan 27, 2018	따로국밥	10.88
			10.88
412477			
	Jan 27, 2018	떡만두국	10.88
	Jan 27, 2018	닭불고기	29.76
			40.64
412359			
	Jan 27, 2018	떡만두국	21.76
			21.76
412479			
	Jan 27, 2018	갈비탕	12.88
	Jan 27, 2018	비빔밥	10.88
			23.76
412394			
	Jan 27, 2018	갈비탕	12.88
	Jan 27, 2018	통갈비	31.88
			44.76
412393			
	Jan 27, 2018	갈비탕	12.88
	Jan 27, 2018	갈비찜	38.88
	Jan 27, 2018	김치순두부	10.88
			62.64
412373			
	Jan 27, 2018	갈비탕	12.88
			12.88
412438			
	Jan 27, 2018	갈비탕	12.88
			12.88
412435			
	Jan 27, 2018	갈비탕	38.64
			38.64
412411			
	Jan 27, 2018	갈비탕	12.88
			12.88
412475			
	Jan 27, 2018	순대국밥	10.88
			10.88
412459			
	Jan 27, 2018	닭불고기	14.88
	Jan 27, 2018	김치순두부	10.88
			25.76
412478			
	Jan 27, 2018	돼지불고기	14.88
	Jan 27, 2018	김치순두부	10.88
			25.76
412418			
	Jan 27, 2018	돼지불고기	14.88
	Jan 27, 2018	감자탕	29.88
			44.76
412392			
	Jan 27, 2018	돼지불고기	14.88
	Jan 27, 2018	순대국밥	10.88
			25.76
412370			
	Jan 27, 2018	살고기국수	9.88
			9.88
412366			
	Jan 27, 2018	살고기당면	9.88
	Jan 27, 2018	순대국밥	10.88
			20.76
412357			
	Jan 27, 2018	통갈비	31.88
	Jan 27, 2018	순대접시	10.88
			42.76
412362			
	Jan 27, 2018	불고기	14.88
	Jan 27, 2018	갈비찜	38.88
			53.76
412427			
	Jan 27, 2018	LA 갈비	19.88
	Jan 27, 2018	잡채	18.88
	Jan 27, 2018	김치순두부	10.88
			49.64
412383			
	Jan 27, 2018	LA 갈비	19.88
	Jan 27, 2018	비빔밥	10.88
			30.76
412460			
	Jan 27, 2018	LA 갈비	19.88
	Jan 27, 2018	해물파전	19.88
			39.76
412472			
	Jan 27, 2018	LA 갈비	19.88
	Jan 27, 2018	감자탕	29.88
			49.76
412409			
	Jan 27, 2018	순대국밥	21.76
			21.76
412377			
	Jan 27, 2018	순대국밥	21.76
	Jan 27, 2018	보쌈	24.88
			46.64
412374			
	Jan 27, 2018	LA 갈비	19.88
	Jan 27, 2018	감자탕	29.88
			49.76
412371			
	Jan 27, 2018	LA 갈비	19.88
			19.88
412415			
	Jan 27, 2018	불고기	14.88
	Jan 27, 2018	돌솥비빔밥	12.88
			27.76
412412			
	Jan 27, 2018	불고기	14.88
	Jan 27, 2018	잡채	18.88
	Jan 27, 2018	비빔밥	10.88
			44.64
412407			
	Jan 27, 2018	불고기	14.88
	Jan 27, 2018	감자탕	39.88
			54.76
412387			
	Jan 27, 2018	불고기	14.88
	Jan 27, 2018	잡채	18.88
			33.76
412367			
	Jan 27, 2018	LA 갈비	19.88
	Jan 27, 2018	잡채	18.88
			38.76
412446			
	Jan 27, 2018	순대접시	10.88
	Jan 27, 2018	족발	26.88
	Jan 27, 2018	부대찌게	29.88
			67.64
412453			
	Jan 27, 2018	족발	26.88
			26.88
412461			
	Jan 27, 2018	족발	26.88
			26.88
412391			
	Jan 27, 2018	해물파전	19.88
	Jan 27, 2018	감자탕	29.88
			49.76
412358			
	Jan 27, 2018	떡볶이	26.88
			26.88
412458			
	Jan 27, 2018	불낙전골	34.88
			34.88
412462			
	Jan 27, 2018	불낙전골	34.88
			34.88
412385			
	Jan 27, 2018	부대찌게	29.88
			29.88
412368			
	Jan 27, 2018	즉석불고기	29.88
	Jan 27, 2018	감자탕	29.88
			59.76
412431			
	Jan 27, 2018	불낙전골	34.88
	Jan 27, 2018	보쌈	24.88
			59.76
412450			
	Jan 27, 2018	돌솥비빔밥	12.88
			12.88
412440			
	Jan 27, 2018	돌솥비빔밥	12.88
	Jan 27, 2018	족발	26.88
	Jan 27, 2018	감자탕	29.88
			69.64
412424			
	Jan 27, 2018	즉석불고기	29.88
			29.88
412451			
	Jan 27, 2018	감자탕	29.88
			29.88
412395			
	Jan 27, 2018	족발	26.88
			26.88
412402			
	Jan 27, 2018	감자탕	29.88
			29.88
411363			
	Jan 16, 2018	김치순두부	10.88
	Jan 16, 2018	닭불고기	14.88
	Jan 16, 2018	족발	26.88
	Jan 16, 2018	양념치킨	18.88
	Jan 16, 2018	해물파전	19.88
	Jan 16, 2018	잡채	18.88
			110.28
410544			
	Jan 06, 2018	살고기국수	9.88
	Jan 06, 2018	따로국밥	10.88
			20.76
410456			
	Jan 06, 2018	통갈비	31.88
	Jan 06, 2018	불고기	14.88
	Jan 06, 2018	갈비탕	12.88
			59.64
410434			
	Jan 06, 2018	살고기국수	29.64
	Jan 06, 2018	군만두	9.88
	Jan 06, 2018	해물순두부	10.88
			50.40
410541			
	Jan 06, 2018	살고기당면	9.88
			9.88
410478			
	Jan 06, 2018	살고기당면	19.76
	Jan 06, 2018	닭불고기	14.88
	Jan 06, 2018	돌솥비빔밥	38.64
	Jan 06, 2018	갈비탕	12.88
	Jan 06, 2018	즉석불고기	29.88
	Jan 06, 2018	해물순두부	10.88
	Jan 06, 2018	잡채	18.88
	Jan 06, 2018	해물파전	19.88
			165.68
410536			
	Jan 06, 2018	살고기당면	9.88
	Jan 06, 2018	coca-cola	1.95
			11.83
410493			
	Jan 06, 2018	통갈비	31.88
	Jan 06, 2018	돌솥비빔밥	12.88
	Jan 06, 2018	해물파전	19.88
	Jan 06, 2018	감자탕	29.88
			94.52
410500			
	Jan 06, 2018	통갈비	31.88
	Jan 06, 2018	떡볶이	26.88
	Jan 06, 2018	ChuUm ChuRum	14.95
			73.71
410489			
	Jan 06, 2018	닭불고기	14.88
	Jan 06, 2018	고등어구이	13.88
	Jan 06, 2018	뚝배기불고기	10.88
			39.64
410490			
	Jan 06, 2018	닭불고기	14.88
	Jan 06, 2018	김치순두부	10.88
			25.76
410475			
	Jan 06, 2018	닭불고기	14.88
	Jan 06, 2018	뚝배기불고기	21.76
			36.64
410547			
	Jan 06, 2018	통갈비	31.88
	Jan 06, 2018	갈비탕	12.88
	Jan 06, 2018	LA 갈비	19.88
	Jan 06, 2018	군만두	9.88
	Jan 06, 2018	해물파전	19.88
	Jan 06, 2018	양념치킨	18.88
	Jan 06, 2018	Honey B Pitcher	12.95
	Jan 06, 2018	밥 Rice	6.00
			132.23
410446			
	Jan 06, 2018	살고기당면	9.88
			9.88
410442			
	Jan 06, 2018	살고기당면	9.88
	Jan 06, 2018	군만두	9.88
	Jan 06, 2018	김치순두부	10.88
			30.64
410357			
	Jan 05, 2018	매운닭갈비	33.88
	Jan 05, 2018	순대접시	10.88
			44.76
410388			
	Jan 05, 2018	매운닭갈비	33.88
	Jan 05, 2018	섞어순두부	10.88
	Jan 05, 2018	통갈비	31.88
			76.64
410354			
	Jan 05, 2018	매운닭갈비	33.88
	Jan 05, 2018	Canadian Pitcher	15.95
	Jan 05, 2018	김치순두부	10.88
			60.71
410350			
	Jan 05, 2018	매운닭갈비	33.88
	Jan 05, 2018	따로국밥	21.76
			55.64
410338			
	Jan 05, 2018	매운닭갈비	33.88
	Jan 05, 2018	해물파전	19.88
			53.76
410345			
	Jan 05, 2018	매운닭갈비	33.88
	Jan 05, 2018	Juice	2.95
	Jan 05, 2018	LA 갈비	19.88
	Jan 05, 2018	갈비탕	12.88
	Jan 05, 2018	양념치킨	18.88
			88.47
410401			
	Jan 05, 2018	매운닭갈비	33.88
	Jan 05, 2018	LA 갈비	19.88
	Jan 05, 2018	오징어불고기	14.88
	Jan 05, 2018	잡채	18.88
			87.52
410342			
	Jan 05, 2018	만두전골	29.88
	Jan 05, 2018	coca-cola	1.95
			31.83
410423			
	Jan 06, 2018	살고기당면	9.88
			9.88
410431			
	Jan 06, 2018	살고기당면	9.88
	Jan 06, 2018	돌솥비빔밥	12.88
	Jan 06, 2018	찐만두	9.88
			32.64
410326			
	Jan 05, 2018	오삼 불고기	33.88
	Jan 05, 2018	김치순두부	10.88
			44.76
410381			
	Jan 05, 2018	7-up	3.90
	Jan 05, 2018	고등어구이	13.88
	Jan 05, 2018	감자탕	29.88
			47.66
410520			
	Jan 06, 2018	닭불고기	14.88
	Jan 06, 2018	불낙전골	34.88
	Jan 06, 2018	Honey B Pint	11.85
	Jan 06, 2018	Cham Soju	38.85
			100.46
410529			
	Jan 06, 2018	닭불고기	14.88
			14.88
410543			
	Jan 06, 2018	불고기	14.88
	Jan 06, 2018	떡볶이	26.88
	Jan 06, 2018	LA 갈비	19.88
	Jan 06, 2018	비빔냉면	21.76
	Jan 06, 2018	잡채	18.88
	Jan 06, 2018	양념치킨	18.88
	Jan 06, 2018	Canadian Pitcher	12.95
	Jan 06, 2018	ChuUm ChuRum	38.85
			172.96
410437			
	Jan 06, 2018	LA 갈비	19.88
	Jan 06, 2018	갈비탕	12.88
			32.76
410519			
	Jan 06, 2018	불고기	14.88
	Jan 06, 2018	군만두	9.88
	Jan 06, 2018	버섯순두부	10.88
			35.64
410510			
	Jan 06, 2018	불고기	14.88
	Jan 06, 2018	갈비탕	12.88
	Jan 06, 2018	잡채	18.88
			46.64
410502			
	Jan 06, 2018	불고기	14.88
	Jan 06, 2018	된장순두부	10.88
			25.76
410503			
	Jan 06, 2018	불고기	14.88
	Jan 06, 2018	고등어구이	13.88
	Jan 06, 2018	섞어순두부	10.88
			39.64
410444			
	Jan 06, 2018	LA 갈비	19.88
	Jan 06, 2018	돌솥비빔밥	12.88
	Jan 06, 2018	떡볶이	26.88
	Jan 06, 2018	섞어순두부	10.88
			70.52
410445			
	Jan 06, 2018	LA 갈비	19.88
	Jan 06, 2018	해물순두부	10.88
	Jan 06, 2018	양념치킨	18.88
	Jan 06, 2018	Nestea	2.25
			51.89
410457			
	Jan 06, 2018	LA 갈비	17.90
	Jan 06, 2018	떡만두국	9.79
	Jan 06, 2018	따로국밥	9.79
			37.48
410459			
	Jan 06, 2018	LA 갈비	19.88
	Jan 06, 2018	섞어순두부	10.88
	Jan 06, 2018	순대접시	10.88
			41.64
410451			
	Jan 06, 2018	LA 갈비	39.76
	Jan 06, 2018	돼지불고기	14.88
			54.64
410450			
	Jan 06, 2018	LA 갈비	19.88
	Jan 06, 2018	돌솥비빔밥	12.88
	Jan 06, 2018	비빔냉면	10.88
	Jan 06, 2018	해물파전	19.88
			63.52
410447			
	Jan 06, 2018	LA 갈비	19.88
	Jan 06, 2018	갈비탕	12.88
	Jan 06, 2018	해물순두부	10.88
			43.64
410494			
	Jan 06, 2018	불고기	14.88
	Jan 06, 2018	갈비탕	12.88
	Jan 06, 2018	해물순두부	10.88
			38.64
410460			
	Jan 06, 2018	불고기	14.88
	Jan 06, 2018	돼지불고기	14.88
	Jan 06, 2018	군만두	9.88
	Jan 06, 2018	버섯순두부	10.88
	Jan 06, 2018	밥 Rice	2.00
			52.52
410449			
	Jan 06, 2018	돼지불고기	14.88
	Jan 06, 2018	버섯순두부	10.88
			25.76
410439			
	Jan 06, 2018	돼지불고기	14.88
			14.88
410538			
	Jan 06, 2018	닭불고기	29.76
	Jan 06, 2018	잡채	18.88
			48.64
410473			
	Jan 06, 2018	돼지불고기	14.88
	Jan 06, 2018	감자탕	29.88
	Jan 06, 2018	양념치킨	18.88
	Jan 06, 2018	Open Item	2.00
			65.64
410491			
	Jan 06, 2018	돼지불고기	14.88
	Jan 06, 2018	해물파전	19.88
	Jan 06, 2018	감자탕	39.88
	Jan 06, 2018	잡채	18.88
	Jan 06, 2018	밥 Rice	2.00
			95.52
410455			
	Jan 06, 2018	불고기	14.88
	Jan 06, 2018	물만두	9.88
	Jan 06, 2018	오징어불고기	14.88
			39.64
410435			
	Jan 06, 2018	불고기	14.88
	Jan 06, 2018	갈비탕	12.88
			27.76
410430			
	Jan 06, 2018	불고기	14.88
	Jan 06, 2018	비빔밥	10.88
	Jan 06, 2018	해물순두부	10.88
	Jan 06, 2018	밥 Rice	2.00
			38.64
410534			
	Jan 06, 2018	돼지불고기	14.88
			14.88
410335			
	Jan 05, 2018	매운닭갈비	33.88
	Jan 05, 2018	coca-cola	1.95
	Jan 05, 2018	김치순두부	10.88
			46.71
410414			
	Jan 05, 2018	ChuUm ChuRum	12.95
	Jan 05, 2018	떡만두국	10.88
			23.83
410355			
	Jan 05, 2018	coca-cola	1.95
	Jan 05, 2018	LA 갈비	19.88
	Jan 05, 2018	군만두	9.88
	Jan 05, 2018	통갈비	31.88
	Jan 05, 2018	잡채	18.88
	Jan 05, 2018	양념치킨	18.88
	Jan 05, 2018	해물파전	19.88
			121.23
410404			
	Jan 05, 2018	섞어순두부	10.88
	Jan 05, 2018	돼지불고기	14.88
			25.76
410382			
	Jan 05, 2018	섞어순두부	10.88
	Jan 05, 2018	갈비탕	12.88
			23.76
410376			
	Jan 05, 2018	coca-cola	1.95
	Jan 05, 2018	족발	26.88
			28.83
410390			
	Jan 05, 2018	coca-cola	1.95
	Jan 05, 2018	Open Item	2.00
	Jan 05, 2018	즉석불고기	29.88
			33.83
410352			
	Jan 05, 2018	Diet Coke	1.95
	Jan 05, 2018	Ginger Ale	1.95
	Jan 05, 2018	된장순두부	10.88
	Jan 05, 2018	LA 갈비	19.88
	Jan 05, 2018	따로국밥	10.88
			45.54
410366			
	Jan 05, 2018	Nestea	2.25
	Jan 05, 2018	밥 Rice	2.00
	Jan 05, 2018	불고기	14.88
	Jan 05, 2018	양념치킨	18.88
